date,new regulations,isPartial
2012-01-26,71,False
2012-01-27,64,False
2012-01-28,45,False
2012-01-29,37,False
2012-01-30,67,False
2012-01-31,60,False
2012-02-01,51,False
2012-02-02,89,False
2012-02-03,63,False
2012-02-04,43,False
2012-02-05,35,False
2012-02-06,47,False
2012-02-07,46,False
2012-02-08,78,False
2012-02-09,68,False
2012-02-10,57,False
2012-02-11,41,False
2012-02-12,22,False
2012-02-13,43,False
2012-02-14,56,False
2012-02-15,79,False
2012-02-16,84,False
2012-02-17,62,False
2012-02-18,30,False
2012-02-19,34,False
2012-02-20,53,False
2012-02-21,73,False
2012-02-22,72,False
2012-02-23,50,False
2012-02-24,58,False
2012-02-25,35,False
2012-02-26,35,False
2012-02-27,58,False
2012-02-28,62,False
2012-02-29,57,False
2012-03-01,63,False
2012-03-02,38,False
2012-03-03,54,False
2012-03-04,49,False
2012-03-05,50,False
2012-03-06,64,False
2012-03-07,77,False
2012-03-08,59,False
2012-03-09,59,False
2012-03-10,37,False
2012-03-11,49,False
2012-03-12,51,False
2012-03-13,65,False
2012-03-14,50,False
2012-03-15,65,False
2012-03-16,51,False
2012-03-17,47,False
2012-03-18,46,False
2012-03-19,74,False
2012-03-20,72,False
2012-03-21,75,False
2012-03-22,67,False
2012-03-23,33,False
2012-03-24,27,False
2012-03-25,27,False
2012-03-26,52,False
2012-03-27,73,False
2012-03-28,72,False
2012-03-29,85,False
2012-03-30,47,False
2012-03-31,30,False
2012-04-01,49,False
2012-04-02,84,False
2012-04-03,58,False
2012-04-04,53,False
2012-04-05,43,False
2012-04-06,46,False
2012-04-07,58,False
2012-04-08,34,False
2012-04-09,59,False
2012-04-10,61,False
2012-04-11,67,False
2012-04-12,68,False
2012-04-13,43,False
2012-04-14,30,False
2012-04-15,45,False
2012-04-16,56,False
2012-04-17,81,False
2012-04-18,68,False
2012-04-19,60,False
2012-04-20,55,False
2012-04-21,41,False
2012-04-22,29,False
2012-04-23,53,False
2012-04-24,56,False
2012-04-25,57,False
2012-04-26,75,False
2012-04-27,68,False
2012-04-28,29,False
2012-04-29,48,False
2012-04-30,63,False
2012-05-01,53,False
2012-05-02,50,False
2012-05-03,57,False
2012-05-04,41,False
2012-05-05,37,False
2012-05-06,43,False
2012-05-07,76,False
2012-05-08,60,False
2012-05-09,82,False
2012-05-10,65,False
2012-05-11,55,False
2012-05-12,39,False
2012-05-13,32,False
2012-05-14,67,False
2012-05-15,76,False
2012-05-16,59,False
2012-05-17,55,False
2012-05-18,70,False
2012-05-19,33,False
2012-05-20,39,False
2012-05-21,40,False
2012-05-22,68,False
2012-05-23,61,False
2012-05-24,45,False
2012-05-25,48,False
2012-05-26,51,False
2012-05-27,35,False
2012-05-28,56,False
2012-05-29,59,False
2012-05-30,60,False
2012-05-31,62,False
2012-06-01,57,False
2012-06-02,40,False
2012-06-03,24,False
2012-06-04,55,False
2012-06-05,54,False
2012-06-06,53,False
2012-06-07,60,False
2012-06-08,53,False
2012-06-09,32,False
2012-06-10,41,False
2012-06-11,48,False
2012-06-12,56,False
2012-06-13,69,False
2012-06-14,44,False
2012-06-15,61,False
2012-06-16,44,False
2012-06-17,38,False
2012-06-18,51,False
2012-06-19,59,False
2012-06-20,65,False
2012-06-21,68,False
2012-06-22,52,False
2012-06-23,27,False
2012-06-24,38,False
2012-06-25,44,False
2012-06-26,57,False
2012-06-27,57,False
2012-06-28,57,False
2012-06-29,72,False
2012-06-30,42,False
2012-07-01,40,False
