date,new regulations,isPartial
2012-10-12,38,False
2012-10-13,24,False
2012-10-14,24,False
2012-10-15,54,False
2012-10-16,55,False
2012-10-17,46,False
2012-10-18,54,False
2012-10-19,37,False
2012-10-20,32,False
2012-10-21,13,False
2012-10-22,39,False
2012-10-23,44,False
2012-10-24,75,False
2012-10-25,63,False
2012-10-26,35,False
2012-10-27,24,False
2012-10-28,41,False
2012-10-29,45,False
2012-10-30,38,False
2012-10-31,56,False
2012-11-01,47,False
2012-11-02,56,False
2012-11-03,37,False
2012-11-04,34,False
2012-11-05,41,False
2012-11-06,45,False
2012-11-07,57,False
2012-11-08,44,False
2012-11-09,32,False
2012-11-10,18,False
2012-11-11,36,False
2012-11-12,72,False
2012-11-13,100,False
2012-11-14,63,False
2012-11-15,63,False
2012-11-16,44,False
2012-11-17,44,False
2012-11-18,41,False
2012-11-19,45,False
2012-11-20,47,False
2012-11-21,37,False
2012-11-22,32,False
2012-11-23,30,False
2012-11-24,21,False
2012-11-25,46,False
2012-11-26,50,False
2012-11-27,49,False
2012-11-28,36,False
2012-11-29,49,False
2012-11-30,40,False
2012-12-01,18,False
2012-12-02,23,False
2012-12-03,59,False
2012-12-04,34,False
2012-12-05,34,False
2012-12-06,39,False
2012-12-07,34,False
2012-12-08,28,False
2012-12-09,20,False
2012-12-10,55,False
2012-12-11,53,False
2012-12-12,55,False
2012-12-13,43,False
2012-12-14,29,False
2012-12-15,30,False
2012-12-16,40,False
2012-12-17,43,False
2012-12-18,32,False
2012-12-19,37,False
2012-12-20,27,False
2012-12-21,23,False
2012-12-22,26,False
2012-12-23,22,False
2012-12-24,27,False
2012-12-25,17,False
2012-12-26,19,False
2012-12-27,44,False
2012-12-28,28,False
2012-12-29,41,False
2012-12-30,29,False
2012-12-31,36,False
2013-01-01,38,False
2013-01-02,53,False
2013-01-03,64,False
2013-01-04,50,False
2013-01-05,32,False
2013-01-06,25,False
2013-01-07,43,False
2013-01-08,60,False
2013-01-09,53,False
2013-01-10,64,False
2013-01-11,47,False
2013-01-12,22,False
2013-01-13,14,False
2013-01-14,51,False
2013-01-15,67,False
2013-01-16,72,False
2013-01-17,76,False
2013-01-18,38,False
2013-01-19,26,False
2013-01-20,31,False
2013-01-21,40,False
2013-01-22,56,False
2013-01-23,56,False
2013-01-24,61,False
2013-01-25,44,False
2013-01-26,58,False
2013-01-27,42,False
2013-01-28,45,False
2013-01-29,55,False
2013-01-30,54,False
2013-01-31,63,False
2013-02-01,42,False
2013-02-02,52,False
2013-02-03,37,False
2013-02-04,58,False
2013-02-05,61,False
2013-02-06,50,False
2013-02-07,45,False
2013-02-08,42,False
2013-02-09,24,False
2013-02-10,29,False
2013-02-11,53,False
2013-02-12,48,False
2013-02-13,51,False
2013-02-14,56,False
2013-02-15,34,False
2013-02-16,31,False
