date,new regulations,isPartial
2017-01-19,62,False
2017-01-20,74,False
2017-01-21,49,False
2017-01-22,44,False
2017-01-23,76,False
2017-01-24,88,False
2017-01-25,93,False
2017-01-26,59,False
2017-01-27,70,False
2017-01-28,39,False
2017-01-29,47,False
2017-01-30,82,False
2017-01-31,88,False
2017-02-01,83,False
2017-02-02,91,False
2017-02-03,65,False
2017-02-04,43,False
2017-02-05,37,False
2017-02-06,63,False
2017-02-07,73,False
2017-02-08,68,False
2017-02-09,73,False
2017-02-10,65,False
2017-02-11,46,False
2017-02-12,36,False
2017-02-13,65,False
2017-02-14,74,False
2017-02-15,55,False
2017-02-16,71,False
2017-02-17,49,False
2017-02-18,44,False
2017-02-19,43,False
2017-02-20,50,False
2017-02-21,69,False
2017-02-22,77,False
2017-02-23,70,False
2017-02-24,58,False
2017-02-25,52,False
2017-02-26,44,False
2017-02-27,61,False
2017-02-28,71,False
2017-03-01,90,False
2017-03-02,74,False
2017-03-03,65,False
2017-03-04,56,False
2017-03-05,53,False
2017-03-06,65,False
2017-03-07,65,False
2017-03-08,79,False
2017-03-09,68,False
2017-03-10,59,False
2017-03-11,47,False
2017-03-12,55,False
2017-03-13,78,False
2017-03-14,45,False
2017-03-15,74,False
2017-03-16,73,False
2017-03-17,58,False
2017-03-18,65,False
2017-03-19,49,False
2017-03-20,79,False
2017-03-21,100,False
2017-03-22,89,False
2017-03-23,83,False
2017-03-24,60,False
2017-03-25,44,False
2017-03-26,63,False
2017-03-27,84,False
2017-03-28,75,False
2017-03-29,84,False
2017-03-30,78,False
2017-03-31,60,False
2017-04-01,42,False
2017-04-02,54,False
2017-04-03,75,False
2017-04-04,80,False
2017-04-05,75,False
2017-04-06,79,False
2017-04-07,68,False
2017-04-08,36,False
2017-04-09,46,False
2017-04-10,72,False
2017-04-11,73,False
2017-04-12,74,False
2017-04-13,71,False
2017-04-14,45,False
2017-04-15,29,False
2017-04-16,49,False
2017-04-17,59,False
2017-04-18,51,False
2017-04-19,67,False
2017-04-20,72,False
2017-04-21,57,False
2017-04-22,35,False
2017-04-23,42,False
2017-04-24,90,False
2017-04-25,72,False
2017-04-26,59,False
2017-04-27,59,False
2017-04-28,49,False
2017-04-29,40,False
2017-04-30,57,False
2017-05-01,68,False
2017-05-02,80,False
2017-05-03,81,False
2017-05-04,83,False
2017-05-05,75,False
2017-05-06,42,False
2017-05-07,30,False
2017-05-08,65,False
2017-05-09,77,False
2017-05-10,49,False
2017-05-11,64,False
2017-05-12,50,False
2017-05-13,37,False
2017-05-14,28,False
2017-05-15,58,False
2017-05-16,69,False
2017-05-17,79,False
2017-05-18,55,False
2017-05-19,47,False
2017-05-20,40,False
2017-05-21,47,False
2017-05-22,55,False
2017-05-23,66,False
2017-05-24,66,False
2017-05-25,63,False
2017-05-26,73,False
2017-05-27,38,False
2017-05-28,42,False
2017-05-29,56,False
2017-05-30,63,False
2017-05-31,49,False
2017-06-01,39,False
2017-06-02,48,False
2017-06-03,38,False
2017-06-04,40,False
2017-06-05,60,False
2017-06-06,55,False
2017-06-07,68,False
2017-06-08,49,False
2017-06-09,53,False
2017-06-10,33,False
2017-06-11,42,False
2017-06-12,55,False
2017-06-13,66,False
2017-06-14,51,False
2017-06-15,70,False
2017-06-16,59,False
2017-06-17,45,False
2017-06-18,47,False
2017-06-19,73,False
2017-06-20,60,False
2017-06-21,66,False
2017-06-22,62,False
2017-06-23,55,False
2017-06-24,40,False
2017-06-25,21,False
2017-06-26,53,False
2017-06-27,72,False
2017-06-28,73,False
2017-06-29,63,False
2017-06-30,53,False
2017-07-01,33,False
2017-07-02,35,False
2017-07-03,51,False
2017-07-04,68,False
2017-07-05,42,False
2017-07-06,70,False
2017-07-07,59,False
2017-07-08,21,False
2017-07-09,30,False
2017-07-10,75,False
2017-07-11,62,False
2017-07-12,40,False
2017-07-13,64,False
2017-07-14,52,False
2017-07-15,29,False
2017-07-16,46,False
2017-07-17,62,False
2017-07-18,86,False
