date,new regulations,isPartial
2013-11-06,74,False
2013-11-07,65,False
2013-11-08,69,False
2013-11-09,42,False
2013-11-10,36,False
2013-11-11,73,False
2013-11-12,71,False
2013-11-13,69,False
2013-11-14,67,False
2013-11-15,62,False
2013-11-16,31,False
2013-11-17,45,False
2013-11-18,59,False
2013-11-19,73,False
2013-11-20,85,False
2013-11-21,68,False
2013-11-22,67,False
2013-11-23,30,False
2013-11-24,39,False
2013-11-25,53,False
2013-11-26,75,False
2013-11-27,58,False
2013-11-28,33,False
2013-11-29,31,False
2013-11-30,40,False
2013-12-01,30,False
2013-12-02,58,False
2013-12-03,68,False
2013-12-04,52,False
2013-12-05,54,False
2013-12-06,53,False
2013-12-07,43,False
2013-12-08,27,False
2013-12-09,73,False
2013-12-10,64,False
2013-12-11,59,False
2013-12-12,53,False
2013-12-13,51,False
2013-12-14,37,False
2013-12-15,31,False
2013-12-16,69,False
2013-12-17,69,False
2013-12-18,55,False
2013-12-19,61,False
2013-12-20,37,False
2013-12-21,24,False
2013-12-22,34,False
2013-12-23,45,False
2013-12-24,21,False
2013-12-25,26,False
2013-12-26,33,False
2013-12-27,39,False
2013-12-28,30,False
2013-12-29,31,False
2013-12-30,65,False
2013-12-31,55,False
2014-01-01,58,False
2014-01-02,63,False
2014-01-03,72,False
2014-01-04,46,False
2014-01-05,39,False
2014-01-06,63,False
2014-01-07,66,False
2014-01-08,71,False
2014-01-09,77,False
2014-01-10,59,False
2014-01-11,38,False
2014-01-12,42,False
2014-01-13,62,False
2014-01-14,89,False
2014-01-15,64,False
2014-01-16,73,False
2014-01-17,76,False
2014-01-18,41,False
2014-01-19,36,False
2014-01-20,62,False
2014-01-21,74,False
2014-01-22,56,False
2014-01-23,88,False
2014-01-24,56,False
2014-01-25,39,False
2014-01-26,43,False
2014-01-27,66,False
2014-01-28,85,False
2014-01-29,69,False
2014-01-30,73,False
2014-01-31,60,False
2014-02-01,42,False
2014-02-02,43,False
2014-02-03,83,False
2014-02-04,78,False
2014-02-05,85,False
2014-02-06,64,False
2014-02-07,63,False
2014-02-08,29,False
2014-02-09,45,False
2014-02-10,51,False
2014-02-11,76,False
2014-02-12,59,False
2014-02-13,60,False
2014-02-14,49,False
2014-02-15,52,False
2014-02-16,30,False
2014-02-17,49,False
2014-02-18,57,False
2014-02-19,70,False
2014-02-20,66,False
2014-02-21,58,False
2014-02-22,38,False
2014-02-23,50,False
2014-02-24,69,False
2014-02-25,83,False
2014-02-26,77,False
2014-02-27,76,False
2014-02-28,62,False
2014-03-01,52,False
2014-03-02,40,False
2014-03-03,67,False
2014-03-04,73,False
2014-03-05,78,False
2014-03-06,76,False
2014-03-07,56,False
2014-03-08,42,False
2014-03-09,45,False
2014-03-10,73,False
2014-03-11,67,False
2014-03-12,66,False
2014-03-13,69,False
2014-03-14,64,False
2014-03-15,45,False
2014-03-16,65,False
2014-03-17,50,False
2014-03-18,76,False
2014-03-19,77,False
2014-03-20,92,False
2014-03-21,77,False
2014-03-22,36,False
2014-03-23,44,False
2014-03-24,67,False
2014-03-25,72,False
2014-03-26,70,False
2014-03-27,74,False
2014-03-28,47,False
2014-03-29,42,False
2014-03-30,39,False
2014-03-31,67,False
2014-04-01,78,False
2014-04-02,92,False
2014-04-03,70,False
2014-04-04,71,False
2014-04-05,45,False
2014-04-06,45,False
2014-04-07,76,False
2014-04-08,72,False
2014-04-09,73,False
2014-04-10,81,False
2014-04-11,64,False
2014-04-12,52,False
2014-04-13,47,False
2014-04-14,65,False
2014-04-15,81,False
2014-04-16,60,False
2014-04-17,65,False
2014-04-18,50,False
2014-04-19,42,False
2014-04-20,36,False
2014-04-21,67,False
2014-04-22,78,False
2014-04-23,77,False
2014-04-24,90,False
2014-04-25,58,False
2014-04-26,38,False
2014-04-27,51,False
2014-04-28,74,False
2014-04-29,73,False
2014-04-30,80,False
2014-05-01,69,False
2014-05-02,57,False
2014-05-03,35,False
2014-05-04,37,False
2014-05-05,61,False
2014-05-06,63,False
2014-05-07,67,False
2014-05-08,65,False
2014-05-09,66,False
2014-05-10,44,False
2014-05-11,32,False
2014-05-12,69,False
2014-05-13,63,False
2014-05-14,61,False
2014-05-15,75,False
2014-05-16,56,False
2014-05-17,31,False
2014-05-18,38,False
2014-05-19,73,False
2014-05-20,69,False
2014-05-21,80,False
2014-05-22,71,False
2014-05-23,61,False
2014-05-24,23,False
2014-05-25,29,False
2014-05-26,50,False
2014-05-27,68,False
2014-05-28,61,False
2014-05-29,79,False
2014-05-30,57,False
2014-05-31,35,False
2014-06-01,46,False
2014-06-02,100,False
2014-06-03,92,False
2014-06-04,87,False
2014-06-05,70,False
2014-06-06,72,False
2014-06-07,60,False
2014-06-08,44,False
2014-06-09,68,False
2014-06-10,81,False
2014-06-11,68,False
2014-06-12,69,False
2014-06-13,60,False
2014-06-14,31,False
2014-06-15,26,False
2014-06-16,52,False
2014-06-17,78,False
2014-06-18,61,False
2014-06-19,76,False
2014-06-20,58,False
2014-06-21,34,False
2014-06-22,47,False
2014-06-23,85,False
2014-06-24,81,False
2014-06-25,72,False
2014-06-26,65,False
2014-06-27,65,False
2014-06-28,55,False
2014-06-29,51,False
2014-06-30,64,False
2014-07-01,90,False
2014-07-02,61,False
2014-07-03,67,False
2014-07-04,53,False
2014-07-05,42,False
2014-07-06,47,False
2014-07-07,97,False
2014-07-08,81,False
2014-07-09,60,False
2014-07-10,65,False
2014-07-11,65,False
2014-07-12,46,False
2014-07-13,38,False
2014-07-14,69,False
2014-07-15,58,False
2014-07-16,91,False
2014-07-17,44,False
2014-07-18,68,False
2014-07-19,54,False
2014-07-20,32,False
2014-07-21,62,False
2014-07-22,63,False
2014-07-23,65,False
2014-07-24,59,False
