date,dow,isPartial
2012-10-12,38,False
2012-10-13,22,False
2012-10-14,23,False
2012-10-15,38,False
2012-10-16,38,False
2012-10-17,42,False
2012-10-18,39,False
2012-10-19,42,False
2012-10-20,25,False
2012-10-21,20,False
2012-10-22,39,False
2012-10-23,46,False
2012-10-24,51,False
2012-10-25,44,False
2012-10-26,40,False
2012-10-27,22,False
2012-10-28,20,False
2012-10-29,31,False
2012-10-30,30,False
2012-10-31,39,False
2012-11-01,35,False
2012-11-02,38,False
2012-11-03,23,False
2012-11-04,22,False
2012-11-05,37,False
2012-11-06,39,False
2012-11-07,100,False
2012-11-08,78,False
2012-11-09,64,False
2012-11-10,27,False
2012-11-11,21,False
2012-11-12,41,False
2012-11-13,48,False
2012-11-14,48,False
2012-11-15,52,False
2012-11-16,50,False
2012-11-17,25,False
2012-11-18,20,False
2012-11-19,43,False
2012-11-20,44,False
2012-11-21,39,False
2012-11-22,26,False
2012-11-23,34,False
2012-11-24,27,False
2012-11-25,25,False
2012-11-26,39,False
2012-11-27,40,False
2012-11-28,41,False
2012-11-29,41,False
2012-11-30,39,False
2012-12-01,22,False
2012-12-02,20,False
2012-12-03,36,False
2012-12-04,39,False
2012-12-05,40,False
2012-12-06,39,False
2012-12-07,38,False
2012-12-08,24,False
2012-12-09,20,False
2012-12-10,36,False
2012-12-11,36,False
2012-12-12,39,False
2012-12-13,38,False
2012-12-14,34,False
2012-12-15,23,False
2012-12-16,19,False
2012-12-17,35,False
2012-12-18,37,False
2012-12-19,39,False
2012-12-20,37,False
2012-12-21,43,False
2012-12-22,24,False
2012-12-23,20,False
2012-12-24,28,False
2012-12-25,22,False
2012-12-26,33,False
2012-12-27,35,False
2012-12-28,38,False
2012-12-29,23,False
2012-12-30,21,False
2012-12-31,43,False
2013-01-01,29,False
2013-01-02,52,False
2013-01-03,47,False
2013-01-04,42,False
2013-01-05,24,False
2013-01-06,23,False
2013-01-07,39,False
2013-01-08,39,False
2013-01-09,38,False
2013-01-10,38,False
2013-01-11,39,False
2013-01-12,23,False
2013-01-13,21,False
2013-01-14,40,False
2013-01-15,41,False
2013-01-16,38,False
2013-01-17,40,False
2013-01-18,40,False
2013-01-19,24,False
2013-01-20,20,False
2013-01-21,32,False
2013-01-22,40,False
2013-01-23,43,False
2013-01-24,41,False
2013-01-25,45,False
2013-01-26,24,False
2013-01-27,24,False
2013-01-28,41,False
2013-01-29,45,False
2013-01-30,45,False
2013-01-31,44,False
2013-02-01,55,False
2013-02-02,30,False
2013-02-03,22,False
2013-02-04,42,False
2013-02-05,48,False
2013-02-06,43,False
2013-02-07,42,False
2013-02-08,40,False
2013-02-09,24,False
2013-02-10,19,False
2013-02-11,36,False
2013-02-12,43,False
2013-02-13,44,False
2013-02-14,38,False
2013-02-15,36,False
2013-02-16,22,False
2013-02-17,19,False
2013-02-18,30,False
2013-02-19,40,False
2013-02-20,41,False
2013-02-21,46,False
2013-02-22,37,False
2013-02-23,25,False
2013-02-24,18,False
2013-02-25,39,False
2013-02-26,48,False
2013-02-27,48,False
2013-02-28,48,False
2013-03-01,48,False
2013-03-02,26,False
2013-03-03,21,False
2013-03-04,46,False
2013-03-05,63,False
2013-03-06,62,False
2013-03-07,51,False
2013-03-08,53,False
2013-03-09,26,False
2013-03-10,22,False
2013-03-11,42,False
2013-03-12,44,False
2013-03-13,45,False
2013-03-14,45,False
2013-03-15,47,False
2013-03-16,26,False
2013-03-17,22,False
2013-03-18,48,False
2013-03-19,46,False
2013-03-20,43,False
2013-03-21,47,False
2013-03-22,39,False
2013-03-23,22,False
2013-03-24,20,False
2013-03-25,40,False
2013-03-26,42,False
2013-03-27,42,False
2013-03-28,41,False
2013-03-29,36,False
2013-03-30,21,False
2013-03-31,19,False
2013-04-01,38,False
2013-04-02,44,False
2013-04-03,41,False
2013-04-04,44,False
2013-04-05,42,False
