date,dow,isPartial
2014-07-24,41,False
2014-07-25,45,False
2014-07-26,25,False
2014-07-27,22,False
2014-07-28,41,False
2014-07-29,41,False
2014-07-30,41,False
2014-07-31,51,False
2014-08-01,68,False
2014-08-02,29,False
2014-08-03,23,False
2014-08-04,47,False
2014-08-05,48,False
2014-08-06,50,False
2014-08-07,52,False
2014-08-08,49,False
2014-08-09,25,False
2014-08-10,22,False
2014-08-11,42,False
2014-08-12,44,False
2014-08-13,41,False
2014-08-14,45,False
2014-08-15,47,False
2014-08-16,24,False
2014-08-17,18,False
2014-08-18,44,False
2014-08-19,46,False
2014-08-20,43,False
2014-08-21,47,False
2014-08-22,47,False
2014-08-23,21,False
2014-08-24,22,False
2014-08-25,41,False
2014-08-26,42,False
2014-08-27,42,False
2014-08-28,42,False
2014-08-29,42,False
2014-08-30,22,False
2014-08-31,20,False
2014-09-01,24,False
2014-09-02,40,False
2014-09-03,41,False
2014-09-04,42,False
2014-09-05,42,False
2014-09-06,24,False
2014-09-07,22,False
2014-09-08,37,False
2014-09-09,37,False
2014-09-10,41,False
2014-09-11,39,False
2014-09-12,42,False
2014-09-13,22,False
2014-09-14,19,False
2014-09-15,38,False
2014-09-16,40,False
2014-09-17,41,False
2014-09-18,43,False
2014-09-19,42,False
2014-09-20,27,False
2014-09-21,22,False
2014-09-22,37,False
2014-09-23,44,False
2014-09-24,41,False
2014-09-25,49,False
2014-09-26,47,False
2014-09-27,25,False
2014-09-28,22,False
2014-09-29,41,False
2014-09-30,44,False
2014-10-01,51,False
2014-10-02,54,False
2014-10-03,49,False
2014-10-04,26,False
2014-10-05,21,False
2014-10-06,43,False
2014-10-07,49,False
2014-10-08,55,False
2014-10-09,62,False
2014-10-10,68,False
2014-10-11,33,False
2014-10-12,27,False
2014-10-13,56,False
2014-10-14,66,False
2014-10-15,100,False
2014-10-16,92,False
2014-10-17,75,False
2014-10-18,30,False
2014-10-19,28,False
2014-10-20,60,False
2014-10-21,58,False
2014-10-22,60,False
2014-10-23,58,False
2014-10-24,59,False
2014-10-25,28,False
2014-10-26,23,False
2014-10-27,50,False
2014-10-28,56,False
2014-10-29,59,False
2014-10-30,59,False
2014-10-31,59,False
2014-11-01,28,False
2014-11-02,22,False
2014-11-03,50,False
2014-11-04,51,False
2014-11-05,54,False
2014-11-06,55,False
2014-11-07,54,False
2014-11-08,26,False
2014-11-09,23,False
2014-11-10,44,False
2014-11-11,48,False
2014-11-12,46,False
2014-11-13,54,False
2014-11-14,53,False
2014-11-15,25,False
2014-11-16,22,False
2014-11-17,46,False
2014-11-18,47,False
2014-11-19,48,False
2014-11-20,45,False
2014-11-21,49,False
2014-11-22,26,False
2014-11-23,20,False
2014-11-24,43,False
2014-11-25,45,False
2014-11-26,43,False
2014-11-27,27,False
2014-11-28,35,False
2014-11-29,23,False
2014-11-30,21,False
2014-12-01,44,False
2014-12-02,45,False
2014-12-03,44,False
2014-12-04,47,False
2014-12-05,47,False
2014-12-06,29,False
2014-12-07,22,False
2014-12-08,47,False
2014-12-09,50,False
2014-12-10,52,False
2014-12-11,55,False
2014-12-12,54,False
2014-12-13,31,False
2014-12-14,23,False
2014-12-15,54,False
2014-12-16,62,False
2014-12-17,59,False
2014-12-18,65,False
2014-12-19,63,False
2014-12-20,28,False
2014-12-21,23,False
2014-12-22,50,False
2014-12-23,63,False
2014-12-24,55,False
2014-12-25,28,False
2014-12-26,45,False
2014-12-27,29,False
2014-12-28,24,False
2014-12-29,46,False
2014-12-30,49,False
2014-12-31,52,False
2015-01-01,32,False
2015-01-02,45,False
2015-01-03,27,False
2015-01-04,21,False
2015-01-05,54,False
2015-01-06,67,False
2015-01-07,60,False
2015-01-08,59,False
2015-01-09,57,False
2015-01-10,26,False
2015-01-11,21,False
2015-01-12,51,False
2015-01-13,56,False
2015-01-14,58,False
2015-01-15,60,False
2015-01-16,58,False
2015-01-17,28,False
2015-01-18,20,False
2015-01-19,39,False
2015-01-20,50,False
2015-01-21,58,False
2015-01-22,63,False
2015-01-23,53,False
2015-01-24,27,False
2015-01-25,24,False
2015-01-26,49,False
2015-01-27,57,False
2015-01-28,57,False
2015-01-29,56,False
2015-01-30,58,False
2015-01-31,32,False
2015-02-01,25,False
2015-02-02,48,False
2015-02-03,55,False
2015-02-04,58,False
2015-02-05,55,False
2015-02-06,56,False
2015-02-07,29,False
2015-02-08,22,False
2015-02-09,45,False
2015-02-10,52,False
2015-02-11,51,False
2015-02-12,52,False
2015-02-13,54,False
2015-02-14,29,False
2015-02-15,23,False
2015-02-16,39,False
2015-02-17,51,False
2015-02-18,52,False
2015-02-19,50,False
2015-02-20,49,False
2015-02-21,27,False
2015-02-22,23,False
2015-02-23,45,False
2015-02-24,48,False
2015-02-25,50,False
2015-02-26,48,False
2015-02-27,45,False
2015-02-28,25,False
2015-03-01,24,False
2015-03-02,46,False
2015-03-03,50,False
2015-03-04,48,False
2015-03-05,49,False
2015-03-06,64,False
2015-03-07,34,False
2015-03-08,27,False
2015-03-09,53,False
2015-03-10,59,False
2015-03-11,61,False
2015-03-12,55,False
2015-03-13,56,False
2015-03-14,28,False
2015-03-15,22,False
2015-03-16,48,False
2015-03-17,54,False
2015-03-18,56,False
2015-03-19,57,False
2015-03-20,56,False
2015-03-21,29,False
2015-03-22,23,False
2015-03-23,51,False
2015-03-24,50,False
2015-03-25,41,False
2015-03-26,57,False
2015-03-27,57,False
2015-03-28,30,False
2015-03-29,22,False
2015-03-30,49,False
2015-03-31,56,False
2015-04-01,53,False
2015-04-02,51,False
2015-04-03,42,False
2015-04-04,24,False
2015-04-05,24,False
2015-04-06,51,False
2015-04-07,51,False
2015-04-08,55,False
2015-04-09,49,False
2015-04-10,48,False
