date,dow,isPartial
2011-05-11,16,False
2011-05-12,16,False
2011-05-13,15,False
2011-05-14,10,False
2011-05-15,10,False
2011-05-16,16,False
2011-05-17,15,False
2011-05-18,15,False
2011-05-19,15,False
2011-05-20,15,False
2011-05-21,10,False
2011-05-22,8,False
2011-05-23,15,False
2011-05-24,16,False
2011-05-25,15,False
2011-05-26,14,False
2011-05-27,15,False
2011-05-28,10,False
2011-05-29,9,False
2011-05-30,11,False
2011-05-31,15,False
2011-06-01,17,False
2011-06-02,20,False
2011-06-03,19,False
2011-06-04,11,False
2011-06-05,11,False
2011-06-06,16,False
2011-06-07,17,False
2011-06-08,17,False
2011-06-09,15,False
2011-06-10,19,False
2011-06-11,12,False
2011-06-12,11,False
2011-06-13,18,False
2011-06-14,17,False
2011-06-15,17,False
2011-06-16,17,False
2011-06-17,16,False
2011-06-18,10,False
2011-06-19,10,False
2011-06-20,15,False
2011-06-21,15,False
2011-06-22,16,False
2011-06-23,19,False
2011-06-24,17,False
2011-06-25,10,False
2011-06-26,10,False
2011-06-27,17,False
2011-06-28,17,False
2011-06-29,16,False
2011-06-30,15,False
2011-07-01,17,False
2011-07-02,11,False
2011-07-03,10,False
2011-07-04,10,False
2011-07-05,16,False
2011-07-06,15,False
2011-07-07,16,False
2011-07-08,17,False
2011-07-09,11,False
2011-07-10,11,False
2011-07-11,19,False
2011-07-12,18,False
2011-07-13,18,False
2011-07-14,17,False
2011-07-15,19,False
2011-07-16,13,False
2011-07-17,10,False
2011-07-18,19,False
2011-07-19,17,False
2011-07-20,17,False
2011-07-21,19,False
2011-07-22,17,False
2011-07-23,11,False
2011-07-24,11,False
2011-07-25,21,False
2011-07-26,19,False
2011-07-27,21,False
2011-07-28,18,False
2011-07-29,19,False
2011-07-30,12,False
2011-07-31,11,False
2011-08-01,24,False
2011-08-02,27,False
2011-08-03,28,False
2011-08-04,51,False
2011-08-05,70,False
2011-08-06,23,False
2011-08-07,19,False
2011-08-08,100,False
2011-08-09,90,False
2011-08-10,73,False
2011-08-11,68,False
2011-08-12,49,False
2011-08-13,19,False
2011-08-14,14,False
2011-08-15,32,False
2011-08-16,33,False
2011-08-17,29,False
2011-08-18,43,False
2011-08-19,46,False
2011-08-20,17,False
2011-08-21,16,False
2011-08-22,31,False
2011-08-23,30,False
2011-08-24,28,False
2011-08-25,26,False
2011-08-26,24,False
2011-08-27,13,False
2011-08-28,11,False
2011-08-29,22,False
2011-08-30,25,False
2011-08-31,24,False
2011-09-01,22,False
2011-09-02,26,False
2011-09-03,14,False
2011-09-04,11,False
2011-09-05,16,False
2011-09-06,27,False
2011-09-07,26,False
2011-09-08,21,False
2011-09-09,27,False
2011-09-10,12,False
2011-09-11,12,False
2011-09-12,24,False
2011-09-13,25,False
2011-09-14,24,False
2011-09-15,22,False
2011-09-16,21,False
2011-09-17,11,False
2011-09-18,11,False
2011-09-19,21,False
2011-09-20,22,False
2011-09-21,22,False
2011-09-22,36,False
2011-09-23,36,False
2011-09-24,17,False
2011-09-25,13,False
2011-09-26,26,False
2011-09-27,26,False
2011-09-28,24,False
2011-09-29,24,False
2011-09-30,23,False
2011-10-01,14,False
2011-10-02,13,False
2011-10-03,27,False
2011-10-04,30,False
2011-10-05,24,False
2011-10-06,24,False
2011-10-07,20,False
2011-10-08,13,False
2011-10-09,12,False
2011-10-10,21,False
2011-10-11,21,False
2011-10-12,22,False
2011-10-13,22,False
2011-10-14,20,False
2011-10-15,12,False
2011-10-16,12,False
2011-10-17,20,False
2011-10-18,22,False
2011-10-19,21,False
2011-10-20,20,False
2011-10-21,20,False
2011-10-22,13,False
2011-10-23,10,False
2011-10-24,21,False
2011-10-25,22,False
2011-10-26,21,False
2011-10-27,24,False
2011-10-28,24,False
2011-10-29,13,False
2011-10-30,12,False
2011-10-31,22,False
2011-11-01,24,False
2011-11-02,22,False
2011-11-03,23,False
2011-11-04,21,False
2011-11-05,13,False
2011-11-06,11,False
2011-11-07,20,False
2011-11-08,20,False
2011-11-09,23,False
2011-11-10,23,False
2011-11-11,20,False
2011-11-12,12,False
