date,dow,isPartial
2015-12-26,8,False
2015-12-27,9,False
2015-12-28,19,False
2015-12-29,20,False
2015-12-30,21,False
2015-12-31,21,False
2016-01-01,12,False
2016-01-02,9,False
2016-01-03,9,False
2016-01-04,35,False
2016-01-05,31,False
2016-01-06,32,False
2016-01-07,49,False
2016-01-08,45,False
2016-01-09,16,False
2016-01-10,11,False
2016-01-11,34,False
2016-01-12,34,False
2016-01-13,35,False
2016-01-14,39,False
2016-01-15,55,False
2016-01-16,18,False
2016-01-17,11,False
2016-01-18,27,False
2016-01-19,42,False
2016-01-20,61,False
2016-01-21,50,False
2016-01-22,41,False
2016-01-23,15,False
2016-01-24,10,False
2016-01-25,32,False
2016-01-26,38,False
2016-01-27,36,False
2016-01-28,34,False
2016-01-29,32,False
2016-01-30,13,False
2016-01-31,10,False
2016-02-01,30,False
2016-02-02,32,False
2016-02-03,35,False
2016-02-04,34,False
2016-02-05,33,False
2016-02-06,13,False
2016-02-07,10,False
2016-02-08,35,False
2016-02-09,39,False
2016-02-10,34,False
2016-02-11,45,False
2016-02-12,39,False
2016-02-13,14,False
2016-02-14,10,False
2016-02-15,23,False
2016-02-16,33,False
2016-02-17,34,False
2016-02-18,33,False
2016-02-19,32,False
2016-02-20,12,False
2016-02-21,9,False
2016-02-22,27,False
2016-02-23,30,False
2016-02-24,31,False
2016-02-25,30,False
2016-02-26,29,False
2016-02-27,12,False
2016-02-28,9,False
2016-02-29,26,False
2016-03-01,29,False
2016-03-02,30,False
2016-03-03,29,False
2016-03-04,29,False
2016-03-05,13,False
2016-03-06,8,False
2016-03-07,27,False
2016-03-08,27,False
2016-03-09,26,False
2016-03-10,27,False
2016-03-11,27,False
2016-03-12,11,False
2016-03-13,9,False
2016-03-14,24,False
2016-03-15,25,False
2016-03-16,25,False
2016-03-17,26,False
2016-03-18,27,False
2016-03-19,11,False
2016-03-20,9,False
2016-03-21,25,False
2016-03-22,26,False
2016-03-23,24,False
2016-03-24,24,False
2016-03-25,17,False
2016-03-26,9,False
2016-03-27,8,False
2016-03-28,22,False
2016-03-29,24,False
2016-03-30,25,False
2016-03-31,25,False
2016-04-01,25,False
2016-04-02,11,False
2016-04-03,8,False
2016-04-04,22,False
2016-04-05,23,False
2016-04-06,23,False
2016-04-07,24,False
2016-04-08,23,False
2016-04-09,11,False
2016-04-10,9,False
2016-04-11,22,False
2016-04-12,23,False
2016-04-13,23,False
2016-04-14,25,False
2016-04-15,24,False
2016-04-16,10,False
2016-04-17,9,False
2016-04-18,23,False
2016-04-19,26,False
2016-04-20,25,False
2016-04-21,24,False
2016-04-22,22,False
2016-04-23,10,False
2016-04-24,8,False
2016-04-25,21,False
2016-04-26,22,False
2016-04-27,22,False
2016-04-28,23,False
2016-04-29,24,False
2016-04-30,10,False
2016-05-01,8,False
2016-05-02,22,False
2016-05-03,25,False
2016-05-04,23,False
2016-05-05,24,False
2016-05-06,23,False
2016-05-07,10,False
2016-05-08,8,False
2016-05-09,21,False
2016-05-10,22,False
2016-05-11,22,False
2016-05-12,24,False
2016-05-13,22,False
2016-05-14,10,False
2016-05-15,8,False
2016-05-16,21,False
2016-05-17,22,False
2016-05-18,22,False
2016-05-19,22,False
2016-05-20,21,False
2016-05-21,10,False
2016-05-22,8,False
2016-05-23,20,False
2016-05-24,23,False
2016-05-25,23,False
2016-05-26,48,False
2016-05-27,30,False
2016-05-28,11,False
2016-05-29,9,False
2016-05-30,12,False
2016-05-31,20,False
2016-06-01,22,False
2016-06-02,22,False
2016-06-03,21,False
2016-06-04,10,False
2016-06-05,8,False
2016-06-06,20,False
2016-06-07,22,False
2016-06-08,22,False
2016-06-09,22,False
2016-06-10,21,False
2016-06-11,10,False
2016-06-12,8,False
2016-06-13,20,False
2016-06-14,22,False
2016-06-15,22,False
2016-06-16,22,False
2016-06-17,21,False
2016-06-18,10,False
2016-06-19,8,False
2016-06-20,22,False
2016-06-21,22,False
2016-06-22,22,False
2016-06-23,25,False
2016-06-24,100,False
2016-06-25,24,False
2016-06-26,15,False
2016-06-27,57,False
2016-06-28,47,False
2016-06-29,36,False
2016-06-30,33,False
2016-07-01,31,False
2016-07-02,11,False
2016-07-03,9,False
2016-07-04,12,False
2016-07-05,25,False
2016-07-06,28,False
2016-07-07,26,False
2016-07-08,28,False
2016-07-09,12,False
2016-07-10,10,False
2016-07-11,27,False
2016-07-12,29,False
2016-07-13,28,False
2016-07-14,28,False
2016-07-15,29,False
2016-07-16,13,False
2016-07-17,11,False
2016-07-18,25,False
2016-07-19,26,False
2016-07-20,26,False
2016-07-21,27,False
2016-07-22,24,False
2016-07-23,11,False
2016-07-24,10,False
2016-07-25,22,False
2016-07-26,24,False
2016-07-27,25,False
2016-07-28,23,False
2016-07-29,24,False
2016-07-30,12,False
2016-07-31,9,False
2016-08-01,22,False
2016-08-02,24,False
2016-08-03,24,False
2016-08-04,21,False
2016-08-05,23,False
2016-08-06,11,False
2016-08-07,9,False
2016-08-08,22,False
2016-08-09,23,False
2016-08-10,22,False
2016-08-11,24,False
2016-08-12,23,False
2016-08-13,11,False
2016-08-14,9,False
2016-08-15,21,False
2016-08-16,21,False
2016-08-17,21,False
2016-08-18,22,False
2016-08-19,20,False
2016-08-20,10,False
2016-08-21,11,False
2016-08-22,20,False
2016-08-23,21,False
2016-08-24,20,False
2016-08-25,22,False
2016-08-26,21,False
2016-08-27,10,False
2016-08-28,9,False
2016-08-29,19,False
2016-08-30,20,False
2016-08-31,20,False
2016-09-01,20,False
2016-09-02,21,False
2016-09-03,10,False
2016-09-04,9,False
2016-09-05,12,False
2016-09-06,20,False
2016-09-07,21,False
2016-09-08,21,False
2016-09-09,26,False
2016-09-10,13,False
2016-09-11,11,False
