date,dow,isPartial
2013-02-19,69,False
2013-02-20,67,False
2013-02-21,70,False
2013-02-22,61,False
2013-02-23,38,False
2013-02-24,30,False
2013-02-25,54,False
2013-02-26,75,False
2013-02-27,75,False
2013-02-28,77,False
2013-03-01,76,False
2013-03-02,41,False
2013-03-03,33,False
2013-03-04,72,False
2013-03-05,99,False
2013-03-06,99,False
2013-03-07,84,False
2013-03-08,84,False
2013-03-09,45,False
2013-03-10,38,False
2013-03-11,67,False
2013-03-12,71,False
2013-03-13,67,False
2013-03-14,75,False
2013-03-15,69,False
2013-03-16,39,False
2013-03-17,33,False
2013-03-18,71,False
2013-03-19,76,False
2013-03-20,70,False
2013-03-21,71,False
2013-03-22,65,False
2013-03-23,33,False
2013-03-24,33,False
2013-03-25,65,False
2013-03-26,68,False
2013-03-27,68,False
2013-03-28,70,False
2013-03-29,58,False
2013-03-30,32,False
2013-03-31,33,False
2013-04-01,59,False
2013-04-02,73,False
2013-04-03,65,False
2013-04-04,71,False
2013-04-05,65,False
2013-04-06,33,False
2013-04-07,32,False
2013-04-08,63,False
2013-04-09,63,False
2013-04-10,67,False
2013-04-11,66,False
2013-04-12,64,False
2013-04-13,40,False
2013-04-14,35,False
2013-04-15,75,False
2013-04-16,82,False
2013-04-17,76,False
2013-04-18,73,False
2013-04-19,67,False
2013-04-20,36,False
2013-04-21,33,False
2013-04-22,60,False
2013-04-23,72,False
2013-04-24,75,False
2013-04-25,67,False
2013-04-26,65,False
2013-04-27,33,False
2013-04-28,34,False
2013-04-29,65,False
2013-04-30,65,False
2013-05-01,63,False
2013-05-02,68,False
2013-05-03,81,False
2013-05-04,42,False
2013-05-05,36,False
2013-05-06,71,False
2013-05-07,76,False
2013-05-08,72,False
2013-05-09,73,False
2013-05-10,69,False
2013-05-11,35,False
2013-05-12,30,False
2013-05-13,60,False
2013-05-14,67,False
2013-05-15,71,False
2013-05-16,68,False
2013-05-17,69,False
2013-05-18,36,False
2013-05-19,34,False
2013-05-20,60,False
2013-05-21,61,False
2013-05-22,67,False
2013-05-23,76,False
2013-05-24,69,False
2013-05-25,33,False
2013-05-26,30,False
2013-05-27,37,False
2013-05-28,69,False
2013-05-29,71,False
2013-05-30,65,False
2013-05-31,64,False
2013-06-01,36,False
2013-06-02,36,False
2013-06-03,67,False
2013-06-04,70,False
2013-06-05,71,False
2013-06-06,77,False
2013-06-07,67,False
2013-06-08,39,False
2013-06-09,34,False
2013-06-10,65,False
2013-06-11,59,False
2013-06-12,67,False
2013-06-13,69,False
2013-06-14,70,False
2013-06-15,38,False
2013-06-16,34,False
2013-06-17,64,False
2013-06-18,66,False
2013-06-19,72,False
2013-06-20,95,False
2013-06-21,100,False
2013-06-22,41,False
2013-06-23,35,False
2013-06-24,86,False
2013-06-25,80,False
2013-06-26,81,False
2013-06-27,80,False
2013-06-28,67,False
2013-06-29,40,False
2013-06-30,30,False
2013-07-01,68,False
2013-07-02,70,False
2013-07-03,64,False
2013-07-04,42,False
2013-07-05,61,False
2013-07-06,35,False
2013-07-07,32,False
2013-07-08,67,False
2013-07-09,67,False
2013-07-10,62,False
2013-07-11,76,False
2013-07-12,71,False
2013-07-13,36,False
2013-07-14,31,False
2013-07-15,68,False
2013-07-16,77,False
2013-07-17,70,False
2013-07-18,71,False
2013-07-19,63,False
2013-07-20,35,False
2013-07-21,32,False
2013-07-22,65,False
2013-07-23,65,False
2013-07-24,65,False
2013-07-25,66,False
2013-07-26,64,False
2013-07-27,34,False
2013-07-28,32,False
2013-07-29,62,False
2013-07-30,61,False
2013-07-31,65,False
2013-08-01,70,False
2013-08-02,70,False
2013-08-03,33,False
2013-08-04,30,False
2013-08-05,63,False
2013-08-06,65,False
2013-08-07,65,False
2013-08-08,67,False
2013-08-09,67,False
2013-08-10,38,False
2013-08-11,29,False
2013-08-12,61,False
2013-08-13,66,False
2013-08-14,65,False
2013-08-15,79,False
2013-08-16,67,False
2013-08-17,37,False
2013-08-18,33,False
2013-08-19,62,False
2013-08-20,66,False
2013-08-21,67,False
2013-08-22,70,False
2013-08-23,67,False
2013-08-24,36,False
2013-08-25,32,False
2013-08-26,58,False
2013-08-27,73,False
2013-08-28,76,False
2013-08-29,67,False
2013-08-30,60,False
